product_id,url,status,reason,width,height,sha256,saved_path,content_type,bytes
462286,https://media.cabiclio.com/products/462286-20250424221145.png,ok,,874.0,1400.0,b879c83e1d13d5138bed7c1a6d45d02e189a3624fff288130daf19b58b6ec735,data\images\462286.jpg,image/png,257486.0
461205,https://media.cabiclio.com/products/461205-20250424215948.png,ok,,877.0,1400.0,2bd0b84c499b68240c9a4d27175194241302ded3371d28e11d9fb385a3cf7921,data\images\461205.jpg,image/png,364490.0
461206,https://media.cabiclio.com/products/461206-20250424220027.png,ok,,877.0,1400.0,23ea8c20e6291e23ae85feb0c78cf3d6b0a77cb40a1a731bc0d9590104ee0836,data\images\461206.jpg,image/png,350779.0
462290,https://media.cabiclio.com/products/462290-20250623022221.png,ok,,874.0,1400.0,83691dbadeb3da8cb0651e6f147a0f8c437ab9bda0a3ba720bd6840757fcc877,data\images\462290.jpg,image/png,276921.0
462288,https://media.cabiclio.com/products/462288-20250424221725.png,ok,,906.0,1400.0,c56ebe7f8082f3913f8c946480618908dc37f56cc0974d622b27f5fd1ff773ea,data\images\462288.jpg,image/png,518350.0
461209,https://media.cabiclio.com/products/461209-20250424221020.png,ok,,877.0,1400.0,8cfd14e619045418e0480e7bcc0825d06cd296aef6a570b3990aba161fd1616a,data\images\461209.jpg,image/png,567467.0
462287,https://media.cabiclio.com/products/462287-20250424221223.png,ok,,987.0,1400.0,25417bf8654b540ed7ad946f6b34d533c4b6af7b5d23f249300302a2d6cf503e,data\images\462287.jpg,image/png,312159.0
461208,https://media.cabiclio.com/products/461208-20250424220853.png,ok,,877.0,1400.0,ee4f1f29eac29f195256bafc00b8b1b8dfef5b073a5a27910eec1512219250ce,data\images\461208.jpg,image/png,730040.0
464850,https://media.cabiclio.com/products/464850-20250424222942.png,ok,,877.0,1400.0,086016afde358a137f98f669032cfd0d36f3e4ca39eace82979a6a11b2f6e96c,data\images\464850.jpg,image/png,1572058.0
461207,https://media.cabiclio.com/products/461207-20250424220116.png,ok,,877.0,1400.0,50fee33f68c58c9e526e1bf935594db16e40dbb0598ee92a699c6b065c7c1bfb,data\images\461207.jpg,image/png,1185735.0
461203,https://media.cabiclio.com/products/461203-20250424215838.png,ok,,877.0,1400.0,e48a9985ab5b130f107a818d129bf7811f065236fbf2d824c5cf14d0456adef2,data\images\461203.jpg,image/png,752725.0
462289,https://media.cabiclio.com/products/462289-20250424221806.png,ok,,1339.0,1400.0,053a6baa6a61e24343d8562bb075404969419636b61cf773b785b6c951aa37a9,data\images\462289.jpg,image/png,918022.0
464858,https://media.cabiclio.com/products/464858-20250424232117.png,ok,,877.0,1400.0,155cd92049aeec9f1ccd79123f7f9992db9b97ccd701ecd54ac3f93695ca8f41,data\images\464858.jpg,image/png,958585.0
464857,https://media.cabiclio.com/products/464857-20250424231914.png,ok,,877.0,1400.0,325dc0fcae83c3995baafda7de956349e3b44e6a6f4bb3e2142ba8e197286ffd,data\images\464857.jpg,image/png,835762.0
464852,https://media.cabiclio.com/products/464852-20250424223319.png,ok,,877.0,1400.0,55a101cee58a6a0eea0aab1ab32b7229fed4ea255b63d904280cd57ef0ee2b5d,data\images\464852.jpg,image/png,860870.0
464851,https://media.cabiclio.com/products/464851-20250424223155.png,ok,,877.0,1400.0,a6029746c9821f6a1a7825f78d6ae305d7e2369040b61378dcdeeeca97094e4e,data\images\464851.jpg,image/png,873090.0
462293,https://media.cabiclio.com/products/462293-20250424222423.png,ok,,1461.0,1400.0,4e3a77fd76aea520c12f90000480d33b01e2ccc7b8056ed8c7bca93f9e5dcf89,data\images\462293.jpg,image/png,1754682.0
464855,https://media.cabiclio.com/products/464855-20250424231730.png,ok,,877.0,1400.0,d04b227c49bf56f5fd0dc6e3a7ad99c68a232b97123a9103bdb57c6d5ee9b4db,data\images\464855.jpg,image/png,1075887.0
464873,https://media.cabiclio.com/products/464873-20250424232907.png,ok,,877.0,1400.0,5b3fb7599d96d169b406d97cdaadc66b0dc50e0db09dfadbb38c6ff4231e9391,data\images\464873.jpg,image/png,1336024.0
464859,https://media.cabiclio.com/products/464859-20250424232155.png,ok,,877.0,1400.0,85826c6afec97c25dff1702bffd10863a9e83166f0c54aa1312deecf1724ab3c,data\images\464859.jpg,image/png,1122968.0
464872,https://media.cabiclio.com/products/464872-20250424232825.png,ok,,877.0,1400.0,6a45c9bb70e9afd8fd303f6a1f1f032e882a72544a9193fed48b9ccefec6ac6b,data\images\464872.jpg,image/png,835398.0
464882,https://media.cabiclio.com/products/464882-20250424233257.png,ok,,877.0,1400.0,c4cf52371c0a81262fc923b2f1fe0de3248d6beed5a02d4d348f5a0c3b7fcbfd,data\images\464882.jpg,image/png,824490.0
464862,https://media.cabiclio.com/products/464862-20250424232318.png,ok,,877.0,1400.0,96f1b23cbf09563de6dc0dfd620328e9931de28a6e08dcd88c8a9a9bb1550c8a,data\images\464862.jpg,image/png,724386.0
464860,https://media.cabiclio.com/products/464860-20250424232237.png,ok,,877.0,1400.0,3b35d31f3320e907fccc4efbbdaa603ddd9c69b3d05a894b42dadc64c7bd85da,data\images\464860.jpg,image/png,1089454.0
464856,https://media.cabiclio.com/products/464856-20250424231821.png,ok,,877.0,1400.0,b6ebf4526ec8a5eb043a5e00007b728037599d77865bc45e1241a821f5752350,data\images\464856.jpg,image/png,1113990.0
464894,https://media.cabiclio.com/products/464894-20250424233610.png,ok,,877.0,1400.0,ec5934f739d5cde94148c73ade60761d06d1b5bb8e0fd88834cbf9bc8bb7b1e4,data\images\464894.jpg,image/png,661814.0
464853,https://media.cabiclio.com/products/464853-20250424223356.png,ok,,877.0,1400.0,8bb937591909dbdb0452f9f8274d4f181f7e6f18618708f8e8bfc388be6189f3,data\images\464853.jpg,image/png,1235906.0
464895,https://media.cabiclio.com/products/464895-20250424233724.png,ok,,877.0,1400.0,632c8c8cacfd6d78f23a82bb6d4f4aef9696fd687c38552faed1336a077ddb9a,data\images\464895.jpg,image/png,768447.0
464878,https://media.cabiclio.com/products/464878-20250424233126.png,ok,,877.0,1400.0,e7dd9e3dbd921565c03d5c879ba20d89c7bb5578c326c1fd3d290fde1478581b,data\images\464878.jpg,image/png,844636.0
464888,https://media.cabiclio.com/products/464888-20250424233407.png,ok,,877.0,1400.0,83066a3025c4b59966fa557581f71eea426596b25e083ad7e976779b0d8c3d79,data\images\464888.jpg,image/png,944256.0
464880,https://media.cabiclio.com/products/464880-20250424233209.png,ok,,877.0,1400.0,32659f7f28141f86e776857103d7a9e89ed957ef79f07f4f7df70366b884d4c3,data\images\464880.jpg,image/png,1309878.0
464906,https://media.cabiclio.com/products/464906-20250424234456.png,ok,,877.0,1400.0,1e5d11a04413adcda724c05f3628f2a69e264da09c061c8201a1a29648ff6226,data\images\464906.jpg,image/png,961549.0
464904,https://media.cabiclio.com/products/464904-20250424234156.png,ok,,877.0,1400.0,9536ded47d1520291585678209bbffdca75d5cd266f6a5af554224caad42a5f2,data\images\464904.jpg,image/png,1240157.0
464897,https://media.cabiclio.com/products/464897-20250424233918.png,ok,,877.0,1400.0,e5154d8314f7d8d1a72db6963291947db9f56f5a17b8842cb6228c42bb750f54,data\images\464897.jpg,image/png,715038.0
464898,https://media.cabiclio.com/products/464898-20250424234046.png,ok,,877.0,1400.0,78b7b552910787e336363b64f15af10f6d9074cc8519d2e3ba79c0291ce9fe76,data\images\464898.jpg,image/png,1060621.0
464896,https://media.cabiclio.com/products/464896-20250424233822.png,ok,,877.0,1400.0,9f8081f436e845d622f60d0f0b822414346a8ac1d4232666bd5f247ac65da498,data\images\464896.jpg,image/png,788236.0
